stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station
2337,3100,Złotniki,,50.1014087186875,20.2702411237394,,,
2338,3098,Igołomia I,,50.0937852194366,20.2521775404465,,,
2339,3096,Igołomia II,,50.0908568377712,20.2434785662858,,,
2340,3094,Zofipole,,50.0859640063458,20.2281926250842,,,
2341,3092,Pobiednik Wielki II,,50.0846244846101,20.2173038402129,,,
2342,3090,Pobiednik Wielki I,,50.083353454154,20.2066596440235,,,
2343,3088,Pobiednik Wielki Komora,,50.0819541632779,20.1931208017131,,,
2824,3509,Cło,,50.0805218337593,20.1857149600983,,,
2825,3505,Wyciąże Północ,,50.0780053712452,20.1632112264633,,,
2826,3504,Wyciąska,,50.077106848525,20.1555240154266,,,
2827,3499,Szymańskiego,,50.07512828,20.13879943,,,
2828,3495,Brama nr 8,,50.07358983,20.12596878,,,
2829,3493,Pleszów,,50.07268262,20.11865934,,,
2830,3491,Koksochemia,,50.07207524,20.10540235,,,
2831,3489,Meksyk,,50.06985517,20.0963902,,,
2832,3486,Brama nr 5,,50.0689301668301,20.0918264995606,,,
2833,3484,Giedroycia,,50.0644358699869,20.0809076754573,,,
2834,3483,Fort Mogiła,,50.0656189833773,20.070493307592,,,
2835,3481,Klasztorna,,50.0688062037441,20.0518821428998,,,
2836,3479,Os. Wandy,,50.0694168738906,20.048598972057,,,
2837,3478,Os. Na Skarpie,,50.0696921480963,20.046944009643,,,
2838,3475,Plac Centralny im. R.Reagana,,50.0731468104439,20.036266896149,,,
2839,3532,Os. Zgody,,50.0772267021159,20.0307277907182,,,
2840,3530,Rondo Kocmyrzowskie im. Ks. Gorzelanego,,50.0790816007886,20.0262483512185,,,
2841,3474,Bieńczycka,,50.0764344484927,20.021580887667,,,
2842,3472,Rondo Czyżyńskie,,50.0738611633792,20.0165676615943,,,
2843,3470,Czyżyny Dworzec,,50.0747283849019,20.0151598009688,,,
294,1,Myślenice D.A.,,49.834597,19.948817,,,
1204,2145,Myślenice Słowackiego osiedle,,49.83348288,19.94088554,,,
1203,2134,Myślenice ul. Pardyaka /blok nr 18/,,49.8322515507832,19.931605224,,,
295,3,Myślenice Carrefour,,49.832744,19.943564,,,
1205,2152,Myślenice Estakada,,49.83465909,19.95034017,,,
1206,2129,Myślenice Tarnówka,,49.84573585,19.92641205,,,
1208,2115,Jawornik,,49.85700262,19.91097423,,,
1209,2113,Jawornik Syberia,,49.86112146,19.90980566,,,
1210,4509,Krzyszkowice Zakopianka,,49.87364369,19.90655907,,,
1211,2098,Głogoczów Bęczarka,,49.87936635,19.88314165,,,
1212,2092,Głogoczów,,49.89501725,19.87389704,,,
1213,2089,Głogoczów Dwór,,49.90198826,19.87159643,,,
1214,2093,Głogoczów Podlesie,,49.91462398,19.87426108,,,
1215,2097,Mogilany Włosań,,49.92504892,19.88300934,,,
1216,2107,Mogilany Ośrodek Zdrowia,,49.94248008,19.89278382,,,
1217,2102,Gaj Zadziele,,49.95579889,19.88955088,,,
1218,2106,Gaj Szkoła,,49.96143227,19.89208569,,,
1219,2111,Libertów Góra Libertowska,,49.97374096,19.90757532,,,
1220,2117,Ważewskiego,,49.98375886,19.91280251,,,
1221,2119,Opatkowice,,49.98784402,19.91507173,,,
2238,2823,Opatkowice Wiadukt,,49.9944350738461,19.918356445564,,,
2239,2821,Kąpielowa,,49.9974412775011,19.9199768089837,,,
1222,2124,Judyma,,50.00240116,19.92256567,,,
1223,2127,Góra Borkowska,,50.00736135,19.92526788,,,
1224,2132,Borek Fałęcki,,50.01157364,19.92750022,,,
1790,4532,Łagiewniki SKA,,50.0218377380492,19.9329328536987,,,
1225,2141,Łagiewniki,,50.0294239,19.93688338,,,
1226,2144,Rondo Matecznego,,50.03721426,19.9401864,,,
1227,2138,Ludwinów,,50.0432433391708,19.9350893497467,,,
1228,2135,Rondo Grunwaldzkie,,50.0497196506728,19.9321764707565,,,
2240,2819,Konopnickiej,,50.0527657483402,19.9296218271959,,,
1229,4507,Jubilat,,50.0565222814186,19.927031993866,,,
864,894,Muzeum Narodowe,,50.0596457,19.92519662,,,
865,895,AGH/UR,,50.06411345,19.92427837,,,
866,896,Plac Inwalidów,,50.06928041,19.92684353,,,
867,897,Radio Kraków,,50.07175809,19.93028469,,,
129,656,Kraków MDA,,50.0678762207177,19.9493801593781,,,
2575,3011,Skawina SCK,,49.9764697443215,19.8214017675712,,,
2574,3062,Skawina Cmentarz,,49.9752381768269,19.8311271133629,,,
2589,3013,Skawina Rynek,,49.975344521355,19.8279212025737,,,
2590,3059,Skawina Szkoła,,49.9757498699626,19.8224086284998,,,
2591,3014,Skawina Sąd,,49.9755802377051,19.8155955666576,,,
2592,3016,Skawina Koncentraty,,49.9716689096665,19.815029745865,,,
2593,3018,Rzozów Baseny,,49.9618964155163,19.8056158172788,,,
2594,3021,Rzozów I,,49.9578780045522,19.8010960234578,,,
2595,3022,Rzozów Szkoła,,49.9523952395865,19.793715059427,,,
2596,3024,Gołuchowice,,49.9461340617557,19.7845360517209,,,
2597,3026,Gołuchowice Jurczyce,,49.9435534921776,19.7771296514588,,,
2598,3028,Gołuchowice Sklep,,49.9405374157222,19.7711966678867,,,
2599,3030,Polanka Hallera Dwór,,49.937673867237,19.7658298494414,,,
2600,3032,Grabie Polanka,,49.9332488927755,19.7514298989306,,,
2601,3034,Grabie Kuźnia,,49.9277732080646,19.7393415835071,,,
2602,3036,Grabie Pętla,,49.9264286042203,19.734015669098,,,
2603,3038,Przytkowice Grabie III,,49.9231160306483,19.722558550603,,,
2604,3040,Przytkowice Skrzyżowanie do Leńcz,,49.9200099365527,19.7086397885114,,,
2605,3042,Przytkowice Centrum Mleczarnia,,49.9133298332552,19.699870862656,,,
2606,3044,Przytkowice Skrzyżowanie,,49.9061347261522,19.7001713044056,,,
2607,3046,Przytkowice Kapliczka,,49.8987196501375,19.6820079393939,,,
2608,3048,Zebrzydowice Remiza,,49.8908755846024,19.6729856351009,,,
2609,3050,Zebrzydowice Szkoła,,49.8850133889362,19.6725873102084,,,
2610,3052,Zebrzydowice PGR,,49.8806641030454,19.6771330460945,,,
2611,3054,Kalwaria Zebrzydowska Świt,,49.874284140183,19.6807210667259,,,
2612,3056,Kalwaria Zebrzydowska Mickiewicza,,49.8713556244666,19.6791866718531,,,
2549,3128,Kalwaria Zebrzydowska al. Jana Pawła II,,49.8679636833291,19.6797045047091,,,
2548,3296,Kalwaria Zebrzydowska D.A.,,49.8663460918487,19.6819401804734,,,
940,4511,Muzeum Armii Krajowej,,50.07164722,19.94882287,,,
941,4512,Cmentarz Rakowicki Zachód,,50.07627621,19.9476568,,,
942,4513,Biskupa Prandoty,,50.07917544,19.94993652,,,
943,4514,UR Al. 29 listopada,,50.08325258,19.95271695,,,
944,4515,Opolska Estakada,,50.08658164,19.95364246,,,
945,4516,Imbramowska,,50.08814325,19.94759631,,,
946,4517,Mackiewicza,,50.09030433,19.94334819,,,
2251,2833,Pleszowska,,50.0917869078643,19.9342962683528,,,
2252,2832,Pachońskiego P+R,,50.0948556055981,19.9296221915108,,,
138,665,Piaszczysta,,50.0966089246192,19.931543469429,,,
139,666,Glogera,,50.1024862148923,19.9276167154312,,,
140,667,Glogera Granica Miasta,,50.1042994955508,19.9264633655548,,,
141,668,Zielonki Skrzyżowanie,,50.1083799861657,19.9242049455643,,,
142,669,Zielonki Urząd Gminy,,50.1184971396964,19.921270608902,,,
143,670,Zielonki Transformator,,50.1239040037512,19.9204123020172,,,
144,671,Zielonki Rozjazd,,50.1294099850712,19.9170649051666,,,
145,672,Trojanowice Strugi,,50.1342207518696,19.9061751365662,,,
146,673,Trojanowice Słoneczna,,50.1396017727777,19.8987078666687,,,
147,674,Januszowice,,50.1494338960026,19.8931449651718,,,
148,675,Przybysławice Centrum,,50.1576315162882,19.8952639102936,,,
149,676,Przybysławice Na Lipowiec,,50.159916975367,19.8971307277679,,,
150,677,Przybysławice Na Stoczki,,50.164023653574,19.8994374275208,,,
151,678,Brzozówka Ośrodek,,50.1724592788894,19.8983645439148,,,
152,679,Brzozówka Oskarówka,,50.1758743387384,19.895516037941,,,
153,680,Cianowice Niebyła - Świńczów,,50.1830163156294,19.8876464366913,,,
154,681,Cianowice Małe,,50.1865680123816,19.885618686676,,,
155,682,Cianowice Szczodrkowice,,50.197767523432,19.8836767673492,,,
947,2835,Cianowice Duże,,50.2041199574552,19.880750477314,,,
1971,2785,Cianowice Marianów,,50.2086238555626,19.8906186225233,,,
156,683,Rzeplin Centrum,,50.2120318825867,19.9049246988381,,,
157,684,Przybysławice Skały,,50.2212981975146,19.9116039276123,,,
158,685,Przybysławice Centrum OSP,,50.2252283046725,19.9156104241946,,,
1972,2772,Przybysławice Krzyżówka,,50.2322844078652,19.9150036321617,,,
948,3538,Przybysławice II (DW773),,50.23401056,19.90179499,,,
921,2104,Nowa Wieś (Minoga),,50.23521563,19.89030456,,,
922,2094,Nowa Wieś,,50.23337951,19.87880726,,,
923,2087,Skała Ośrodek,,50.23104751,19.85943469,,,
924,843,Skała Rynek,,50.2303706,19.85322556,,,
925,2086,Skała Ośrodek,,50.23078923,19.85779306,,,
926,2095,Nowa Wieś,,50.2334469346047,19.8795676231384,,,
2980,2105,Nowa Wieś (Minoga),,50.2350836888551,19.8908624053001,,,
949,689,Minoga Kościół,,50.2413616815251,19.8991946876049,,,
163,690,Minoga,,50.244453026889,19.9004459532001,,,
164,691,Barbarka Poręba Laskowska,,50.2537599818235,19.9058049917221,,,
165,692,Barbarka,,50.2582406919082,19.8989413153113,,,
166,693,Gołyszyn Podgaje,,50.2635471130751,19.9073585484482,,,
167,694,Gołyszyn Remiza,,50.2734540982835,19.912623167038,,,
168,695,Wysocice Centrum,,50.2843967067447,19.9222362041473,,,
1973,2771,Wysocice Kolonia,,50.2906763943687,19.9146856331068,,,
169,696,Ściborzyce I,,50.2973453771762,19.9034554294457,,,
170,697,Ściborzyce II,,50.3005045168684,19.8893956060431,,,
171,698,Małyszyce,,50.3020990695373,19.8819855476188,,,
172,699,Imbramowice Dolne,,50.3031659677495,19.8698423153162,,,
1974,2769,Imbramowice Cmentarz Stary,,50.3073473326899,19.8554069557135,,,
173,700,Imbramowice Górne,,50.310186251656,19.8454075017399,,,
174,701,Glanów I,,50.3150833737853,19.8321268624417,,,
175,702,Glanów II,,50.3163319098334,19.8246966490221,,,
176,703,Glanów III,,50.3162173753526,19.8201335111002,,,
177,704,Glanów IV,,50.3161790662904,19.8165259406878,,,
178,705,Glanów V,,50.3165858134157,19.8090057165318,,,
1975,711,Porąbka Skrzyżowanie,,50.3215884826822,19.7940466133659,,,
188,715,Trzyciąż ul. Krakowska,,50.3097586607477,19.7668075561523,,,
189,716,Trzyciąż ul. Południowa,,50.3092516226883,19.7659975290298,,,
190,752,Jangrot III,,50.3060396895009,19.7554138795535,,,
191,718,Jangrot II,,50.3085128640138,19.7445125773039,,,
192,719,Jangrot I,,50.3095688820103,19.7283508035126,,,
194,720,Michałówka III,,50.3066208584654,19.708574179369,,,
195,721,Michałówka II,,50.3054076365851,19.6976257943203,,,
196,722,Michałówka I,,50.308039534796,19.6881434088258,,,
197,723,Michałówka,,50.3108104048888,19.6794962882996,,,
198,724,Braciejówka I,,50.3057171325487,19.6730354493898,,,
954,725,Braciejówka Szkoła,,50.3066683853969,19.6687889099121,,,
199,726,Braciejówka,,50.307973725758,19.6618044376373,,,
1976,2767,Braciejówka Cmentarz,,50.3075904773114,19.6555341303806,,,
200,727,Troks III,,50.3055920884891,19.6510651920883,,,
201,728,Troks Szkoła,,50.3028229348224,19.6453028863597,,,
202,729,Troks I,,50.3012740898939,19.6308581962743,,,
1977,2765,Troks,,50.304709818292,19.6110722348405,,,
203,730,Rabsztyn,,50.2988732844881,19.5960366725922,,,
1978,2763,Rabsztyn Ogródki Działkowe,,50.2970786427337,19.588112882754,,,
204,731,Sikorka Wzgórze,,50.2899438080644,19.5770665917113,,,
1979,2761,Olkusz Rabsztyńska Wulkanizacja,,50.284182584102,19.5692391653236,,,
205,732,Olkusz Skrzyżowanie PKO,,50.2806551798688,19.566288292408,,,
206,733,Olkusz Os. Słowiki,,50.2776675745891,19.5791119337082,,,
45,655,Olkusz Wiadukt,,50.2741843694666,19.5808017253876,,,
46,600,Olkusz Dworzec PKP,,50.2749249147207,19.575480222702,,,
1288,2567,Zabłędza I,,49.92896783,21.0297587,,,
1289,2572,Zabłędza,,49.92516899,21.03572091,,,
1290,2583,Zabłędza Szkoła,,49.91769633,21.04776184,,,
1291,2595,Zabłędza Karwodrza,,49.91445395,21.05656266,,,
1292,2597,Tuchów Klasztor,,49.90218007,21.05744557,,,
1293,2592,Tuchów ul. Kolejowa,,49.8927302494686,21.0539084672928,,,
1294,2587,Dąbrówka Tuchowska Burzyn,,49.88167495,21.05152192,,,
1295,2581,Dąbrówka Tuchowska Szkoła,,49.87384292,21.0457522,,,
1296,2573,Dąbrówka Tuchowska CPN,,49.86842942,21.03666095,,,
1297,2564,Siedliska I,,49.86365424,21.02828029,,,
1298,2563,Siedliska,,49.86204884,21.01982051,,,
1299,2553,Siedliska Osiedle,,49.85649099,21.01312193,,,
1300,2542,Chojnik I,,49.8521447502216,20.9983384609222,,,
1301,2527,Chojnik II,,49.85268029,20.98728446,,,
2446,2836,Gromnik Granica,,49.8416167429384,20.9749249744357,,,
2447,2837,Gromnik Rondo,,49.8385481278529,20.9622541652826,,,
1302,2513,Gromnik Granica,,49.84121176,20.97690627,,,
1303,2516,Golanka II,,49.83723449,20.98413325,,,
1304,2539,Golanka,,49.83414481,20.99425287,,,
1305,2547,Rzepiennik Marciszewski Dom Ludowy,,49.83051799,21.00383019,,,
1306,2549,Rzepiennik Marciszewski,,49.82308839,21.00793523,,,
1307,2558,Rzepiennik Strzyżewski,,49.81361014,21.01468569,,,
1308,2571,Rzepiennik Strzyżewski Szkoła,,49.80643348,21.03563865,,,
1309,2584,Rzepiennik Strzyżewski Urząd Gminy,,49.7985074705921,21.0488390922546,,,
1310,2586,Rzepiennik Biskupi Skrzyżowanie,,49.79148429,21.05151996,,,
1311,2600,Turza Młynek,,49.77724652,21.05891811,,,
1312,2602,Turza Kościół,,49.76615056,21.06065624,,,
1313,2608,Turza Pańskie Pola,,49.761904228571,21.0675930976868,,,
1314,2615,Turza Granica,,49.7531017495357,21.0742771625519,,,
1315,2617,Moszczenica Wiatrak,,49.7491089173784,21.079705953598,,,
1316,2620,Moszczenica Kuklówka,,49.74196755,21.08328108,,,
1317,2626,Moszczenica II,,49.73685792,21.09111986,,,
1318,2629,Moszczenica OSP,,49.73341594,21.09547834,,,
1319,2633,Moszczenica Kościół Pętla,,49.7258004415757,21.1028534173965,,,
1320,2634,Moszczenica I,,49.71600327,21.11282134,,,
1321,2639,Moszczenica Skrzyżowanie,,49.70288337,21.11849121,,,
1322,2642,Mszanka PKP,,49.69488587,21.12449629,,,
1323,2649,Mszanka,,49.68813683,21.13131098,,,
1324,2660,Stróżówka Cmentarz,,49.68059068,21.13819181,,,
1325,2663,Gorlice Stróżówka,,49.67295006,21.14048379,,,
1326,2666,Gorlice Kogutek,,49.66512027,21.14360694,,,
1327,2681,Gorlice Stawiska,,49.66138641,21.15602733,,,
1328,2683,Gorlice ul. Legionów,,49.65714275,21.15901533,,,
1329,2682,Gorlice ul. Kościuszki,,49.65295614,21.15737311,,,
1330,2674,Gorlice Zawodzie II Cerkiew,,49.6475299,21.15084274,,,
1331,2668,Ropica Polska Tarasowa,,49.64227809,21.14518607,,,
1332,2664,Ropica Polska Kościół,,49.63858323,21.14076362,,,
1333,2654,Ropica Polska I,,49.63564175,21.13556327,,,
1334,2646,Ropica Polska Wodociągi,,49.63292249,21.13039377,,,
1335,2641,Szymbark Bystra,,49.62961036,21.12366448,,,
1336,2636,Szymbark Bielanka Skrzyżowanie,,49.62558759,21.11369514,,,
1337,2631,Szymbark Watra,,49.62474151,21.10071426,,,
1338,2627,Szymbark Szkoła,,49.62259602,21.09452926,,,
1339,2618,Szymbark Zimna Woda,,49.61935458,21.0824275,,,
1340,2604,Szymbark Łęgi,,49.61445767,21.06653086,,,
1341,2594,Szymbark Granica,,49.61312562,21.0557784,,,
1342,2574,Ropa Skrzyżowanie,,49.60525117,21.03812699,,,
1343,2576,Ropa Szkoła I,,49.59880163,21.04368828,,,
1344,2580,Ropa,,49.58635078,21.04530913,,,
1345,2590,Ropa Orlik,,49.58225175,21.05298569,,,
1346,2599,Ropa Szkoła II,,49.57848035,21.05847445,,,
1347,2624,Łosie (Pętla),,49.57211744,21.0877495,,,
1348,2606,Ropa Most,,49.5721316902553,21.067453622818,,,
1349,2607,Ropa Wola,,49.56274811,21.06761354,,,
1350,2612,Klimkówka Zapora,,49.55431988,21.0729513,,,
1351,2622,Klimkówka Stanica Wodna,,49.5458877347751,21.0837507247925,,,
1352,2653,Uście Gorlickie Spichlerz,,49.52531859,21.13411075,,,
1353,2658,Uście Gorlickie,,49.52225707,21.13793971,,,
1354,2652,Uście Gorlickie Szkoła,,49.51825978,21.13398886,,,
1355,2644,Czarna Skrzyżowanie I,,49.50864637,21.12909147,,,
